"id","user_id","date","original_bill_number","internal_bill_number","amount","vat_code","client_details","system_details","created_at","updated_at","deleted_at"
521,1,"2018-11-08","2018-11-08-2","2018-11-08-2","+2,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,20] <-- Erlöse 7% USt. [EUR 2,05], 3801 [EUR 0,15]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
520,1,"2018-11-06","2018-11-06-2","2018-11-06-2","+4,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,80] <-- Erlöse 7% USt. [EUR 4,46], 3801 [EUR 0,34]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
519,1,"2018-10-28","2018-10-28-2","2018-10-28-2","+7,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 7,00] <-- Erlöse 7% USt. [EUR 6,51], 3801 [EUR 0,49]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
518,1,"2018-10-27","2018-10-27-2","2018-10-27-2","+1,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,20] <-- Erlöse 7% USt. [EUR 1,12], 3801 [EUR 0,08]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
517,1,"2018-10-25","2018-10-25-2","2018-10-25-2","+0,70",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,70] <-- Erlöse 7% USt. [EUR 0,65], 3801 [EUR 0,05]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
516,1,"2018-10-24","2018-10-24-2","2018-10-24-2","+2,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,00] <-- Erlöse 7% USt. [EUR 1,86], 3801 [EUR 0,14]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
515,1,"2018-10-23","2018-10-23-2","2018-10-23-2","+3,70",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,70] <-- Erlöse 7% USt. [EUR 3,44], 3801 [EUR 0,26]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
514,1,"2018-10-22","2018-10-22-2","2018-10-22-2","+4,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,80] <-- Erlöse 7% USt. [EUR 4,46], 3801 [EUR 0,34]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
513,1,"2018-10-21","2018-10-21-2","2018-10-21-2","+5,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 5,90] <-- Erlöse 7% USt. [EUR 5,49], 3801 [EUR 0,41]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
512,1,"2018-10-19","2018-10-19-2","2018-10-19-2","+4,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,20] <-- Erlöse 7% USt. [EUR 3,91], 3801 [EUR 0,29]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
511,1,"2018-10-16","2018-10-16-2","2018-10-16-2","+3,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,20] <-- Erlöse 7% USt. [EUR 2,98], 3801 [EUR 0,22]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
510,1,"2018-10-15","2018-10-15-2","2018-10-15-2","+2,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,80] <-- Erlöse 7% USt. [EUR 2,60], 3801 [EUR 0,20]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
509,1,"2018-10-14","2018-10-14-2","2018-10-14-2","+4,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,60] <-- Erlöse 7% USt. [EUR 4,28], 3801 [EUR 0,32]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
508,1,"2018-10-13","2018-10-13-2","2018-10-13-2","+7,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 7,90] <-- Erlöse 7% USt. [EUR 7,35], 3801 [EUR 0,55]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
507,1,"2018-10-10","2018-10-10-2","2018-10-10-2","+1,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,90] <-- Erlöse 7% USt. [EUR 1,77], 3801 [EUR 0,13]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
506,1,"2018-10-09","2018-10-09-2","2018-10-09-2","+2,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,20] <-- Erlöse 7% USt. [EUR 2,05], 3801 [EUR 0,15]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
505,1,"2018-10-06","2018-10-06-2","2018-10-06-2","+0,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,00] <-- Erlöse 7% USt. [EUR 0,00]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
504,1,"2018-10-05","2018-10-05-2","2018-10-05-2","+1,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,40] <-- Erlöse 7% USt. [EUR 1,30], 3801 [EUR 0,10]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
503,1,"2018-10-04","2018-10-04-2","2018-10-04-2","+2,50",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,50] <-- Erlöse 7% USt. [EUR 2,32], 3801 [EUR 0,18]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
502,1,"2018-10-02","2018-10-02-2","2018-10-02-2","+0,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,30] <-- Erlöse 7% USt. [EUR 0,28], 3801 [EUR 0,02]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
501,1,"2018-10-01","2018-10-01-2","2018-10-01-2","+3,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,60] <-- Erlöse 7% USt. [EUR 3,35], 3801 [EUR 0,25]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
500,1,"2018-09-30","2018-09-30-2","2018-09-30-2","+2,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,20] <-- Erlöse 7% USt. [EUR 2,05], 3801 [EUR 0,15]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
499,1,"2018-09-29","2018-09-29-2","2018-09-29-2","+1,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,00] <-- Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
498,1,"2018-09-27","2018-09-27-2","2018-09-27-2","+0,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,90] <-- Erlöse 7% USt. [EUR 0,84], 3801 [EUR 0,06]","2019-10-30 15:41:57","2019-10-30 15:41:57",NULL
497,1,"2018-09-23","2018-09-23-2","2018-09-23-2","+10,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 10,10] <-- Erlöse 7% USt. [EUR 9,39], 3801 [EUR 0,71]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
496,1,"2018-09-22","2018-09-22-4","2018-09-22-4","+0,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,00] <-- Erlöse 7% USt. [EUR 0,00]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
495,1,"2018-09-22","2018-09-22-2","2018-09-22-2","+6,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 6,80] <-- Erlöse 7% USt. [EUR 6,32], 3801 [EUR 0,48]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
494,1,"2018-09-21","2018-09-21-2","2018-09-21-2","+2,70",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,70] <-- Erlöse 7% USt. [EUR 2,51], 3801 [EUR 0,19]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
493,1,"2018-09-19","2018-09-19-2","2018-09-19-2","+2,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,90] <-- Erlöse 7% USt. [EUR 2,70], 3801 [EUR 0,20]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
492,1,"2018-09-17","2018-09-17-2","2018-09-17-2","+4,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,60] <-- Erlöse 7% USt. [EUR 4,28], 3801 [EUR 0,32]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
491,1,"2018-09-16","2018-09-16-2","2018-09-16-2","+16,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 16,20] <-- Erlöse 7% USt. [EUR 15,07], 3801 [EUR 1,13]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
490,1,"2018-09-15","2018-09-15-2","2018-09-15-2","+2,70",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,70] <-- Erlöse 7% USt. [EUR 2,51], 3801 [EUR 0,19]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
489,1,"2018-09-13","2018-09-13-2","2018-09-13-2","+1,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,00] <-- Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
488,1,"2018-09-12","2018-09-12-2","2018-09-12-2","+3,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,00] <-- Erlöse 7% USt. [EUR 2,79], 3801 [EUR 0,21]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
487,1,"2018-09-11","2018-09-11-2","2018-09-11-2","+2,70",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,70] <-- Erlöse 7% USt. [EUR 2,51], 3801 [EUR 0,19]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
486,1,"2018-09-10","2018-09-10-2","2018-09-10-2","+2,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,60] <-- Erlöse 7% USt. [EUR 2,42], 3801 [EUR 0,18]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
485,1,"2018-09-09","2018-09-09-2","2018-09-09-2","+7,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 7,10] <-- Erlöse 7% USt. [EUR 6,60], 3801 [EUR 0,50]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
484,1,"2018-09-08","2018-09-08-2","2018-09-08-2","+6,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 6,60] <-- Erlöse 7% USt. [EUR 6,14], 3801 [EUR 0,46]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
483,1,"2018-09-07","2018-09-07-2","2018-09-07-2","+2,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,10] <-- Erlöse 7% USt. [EUR 1,95], 3801 [EUR 0,15]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
482,1,"2018-09-06","2018-09-06-2","2018-09-06-2","+3,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,20] <-- Erlöse 7% USt. [EUR 2,98], 3801 [EUR 0,22]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
481,1,"2018-09-05","2018-09-05-2","2018-09-05-2","+8,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 8,20] <-- Erlöse 7% USt. [EUR 7,63], 3801 [EUR 0,57]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
480,1,"2018-09-03","2018-09-03-2","2018-09-03-2","+2,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,10] <-- Erlöse 7% USt. [EUR 1,95], 3801 [EUR 0,15]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
479,1,"2018-09-02","2018-09-02-2","2018-09-02-2","+4,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,10] <-- Erlöse 7% USt. [EUR 3,81], 3801 [EUR 0,29]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
478,1,"2018-09-01","2018-09-01-2","2018-09-01-2","+2,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,10] <-- Erlöse 7% USt. [EUR 1,95], 3801 [EUR 0,15]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
477,1,"2018-08-31","2018-08-31-2","2018-08-31-2","+2,70",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,70] <-- Erlöse 7% USt. [EUR 2,51], 3801 [EUR 0,19]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
476,1,"2018-08-30","2018-08-30-2","2018-08-30-2","+1,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,60] <-- Erlöse 7% USt. [EUR 1,49], 3801 [EUR 0,11]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
475,1,"2018-08-29","2018-08-29-2","2018-08-29-2","+6,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 6,30] <-- Erlöse 7% USt. [EUR 5,86], 3801 [EUR 0,44]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
474,1,"2018-08-28","2018-08-28-2","2018-08-28-2","+1,50",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,50] <-- Erlöse 7% USt. [EUR 1,39], 3801 [EUR 0,11]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
473,1,"2018-08-27","2018-08-27-2","2018-08-27-2","+4,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,60] <-- Erlöse 7% USt. [EUR 4,28], 3801 [EUR 0,32]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
472,1,"2018-08-26","2018-08-26-2","2018-08-26-2","+0,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,90] <-- Erlöse 7% USt. [EUR 0,84], 3801 [EUR 0,06]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
471,1,"2018-08-24","2018-08-24-2","2018-08-24-2","+3,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,40] <-- Erlöse 7% USt. [EUR 3,16], 3801 [EUR 0,24]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
470,1,"2018-08-23","2018-08-23-2","2018-08-23-2","+2,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,00] <-- Erlöse 7% USt. [EUR 1,86], 3801 [EUR 0,14]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
469,1,"2018-08-22","2018-08-22-2","2018-08-22-2","+4,50",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,50] <-- Erlöse 7% USt. [EUR 4,18], 3801 [EUR 0,32]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
468,1,"2018-08-21","2018-08-21-2","2018-08-21-2","+1,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,10] <-- Erlöse 7% USt. [EUR 1,02], 3801 [EUR 0,08]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
467,1,"2018-08-20","2018-08-20-2","2018-08-20-2","+1,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,30] <-- Erlöse 7% USt. [EUR 1,21], 3801 [EUR 0,09]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
466,1,"2018-08-19","2018-08-19-2","2018-08-19-2","+1,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,20] <-- Erlöse 7% USt. [EUR 1,12], 3801 [EUR 0,08]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
465,1,"2018-08-17","2018-08-17-2","2018-08-17-2","+2,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,20] <-- Erlöse 7% USt. [EUR 2,05], 3801 [EUR 0,15]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
464,1,"2018-08-16","2018-08-16-2","2018-08-16-2","+2,50",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,50] <-- Erlöse 7% USt. [EUR 2,32], 3801 [EUR 0,18]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
463,1,"2018-08-15","2018-08-15-2","2018-08-15-2","+4,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,40] <-- Erlöse 7% USt. [EUR 4,09], 3801 [EUR 0,31]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
462,1,"2018-08-14","2018-08-14-2","2018-08-14-2","+3,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,60] <-- Erlöse 7% USt. [EUR 3,35], 3801 [EUR 0,25]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
461,1,"2018-08-13","2018-08-13-2","2018-08-13-2","+2,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,60] <-- Erlöse 7% USt. [EUR 2,42], 3801 [EUR 0,18]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
460,1,"2018-08-03","2018-08-03-4","2018-08-03-4","+3,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,60] <-- Erlöse 7% USt. [EUR 3,35], 3801 [EUR 0,25]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
459,1,"2018-08-03","2018-08-03-2","2018-08-03-2","+2,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,10] <-- Erlöse 7% USt. [EUR 1,95], 3801 [EUR 0,15]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
458,1,"2018-08-02","2018-08-02-2","2018-08-02-2","+2,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,00] <-- Erlöse 7% USt. [EUR 1,86], 3801 [EUR 0,14]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
457,1,"2018-08-01","2018-08-01-2","2018-08-01-2","+1,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,20] <-- Erlöse 7% USt. [EUR 1,12], 3801 [EUR 0,08]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
456,1,"2018-07-31","2018-07-31-2","2018-07-31-2","+4,50",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,50] <-- Erlöse 7% USt. [EUR 4,18], 3801 [EUR 0,32]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
455,1,"2018-07-30","2018-07-30-2","2018-07-30-2","+0,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,80] <-- Erlöse 7% USt. [EUR 0,74], 3801 [EUR 0,06]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
454,1,"2018-07-29","2018-07-29-2","2018-07-29-2","+3,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,90] <-- Erlöse 7% USt. [EUR 3,63], 3801 [EUR 0,27]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
453,1,"2018-07-27","2018-07-27-2","2018-07-27-2","+3,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,30] <-- Erlöse 7% USt. [EUR 3,07], 3801 [EUR 0,23]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
452,1,"2018-07-25","2018-07-25-2","2018-07-25-2","+2,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,20] <-- Erlöse 7% USt. [EUR 2,05], 3801 [EUR 0,15]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
451,1,"2018-07-23","2018-07-23-2","2018-07-23-2","+2,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,40] <-- Erlöse 7% USt. [EUR 2,23], 3801 [EUR 0,17]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
450,1,"2018-07-22","2018-07-22-2","2018-07-22-2","+6,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 6,80] <-- Erlöse 7% USt. [EUR 6,32], 3801 [EUR 0,48]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
449,1,"2018-07-19","2018-07-19-2","2018-07-19-2","+3,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,10] <-- Erlöse 7% USt. [EUR 2,88], 3801 [EUR 0,22]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
448,1,"2018-07-18","2018-07-18-2","2018-07-18-2","+1,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,40] <-- Erlöse 7% USt. [EUR 1,30], 3801 [EUR 0,10]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
447,1,"2018-07-17","2018-07-17-2","2018-07-17-2","+2,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,20] <-- Erlöse 7% USt. [EUR 2,05], 3801 [EUR 0,15]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
446,1,"2018-07-05","2018-07-05-2","2018-07-05-2","+3,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,30] <-- Erlöse 7% USt. [EUR 3,07], 3801 [EUR 0,23]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
445,1,"2018-07-04","2018-07-04-2","2018-07-04-2","+5,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 5,00] <-- Erlöse 7% USt. [EUR 4,65], 3801 [EUR 0,35]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
444,1,"2018-07-03","2018-07-03-2","2018-07-03-2","+4,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,40] <-- Erlöse 7% USt. [EUR 4,09], 3801 [EUR 0,31]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
443,1,"2018-07-02","2018-07-02-2","2018-07-02-2","+2,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,80] <-- Erlöse 7% USt. [EUR 2,60], 3801 [EUR 0,20]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
442,1,"2018-07-01","2018-07-01-2","2018-07-01-2","+6,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 6,20] <-- Erlöse 7% USt. [EUR 5,77], 3801 [EUR 0,43]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
441,1,"2018-06-29","2018-06-29-2","2018-06-29-2","+3,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,30] <-- Erlöse 7% USt. [EUR 3,07], 3801 [EUR 0,23]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
440,1,"2018-06-28","2018-06-28-2","2018-06-28-2","+8,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 8,90] <-- Erlöse 7% USt. [EUR 8,28], 3801 [EUR 0,62]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
439,1,"2018-06-27","2018-06-27-2","2018-06-27-2","+4,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,10] <-- Erlöse 7% USt. [EUR 3,81], 3801 [EUR 0,29]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
438,1,"2018-06-26","2018-06-26-2","2018-06-26-2","+5,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 5,10] <-- Erlöse 7% USt. [EUR 4,74], 3801 [EUR 0,36]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
437,1,"2018-06-25","2018-06-25-2","2018-06-25-2","+3,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,20] <-- Erlöse 7% USt. [EUR 2,98], 3801 [EUR 0,22]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
436,1,"2018-06-24","2018-06-24-2","2018-06-24-2","+2,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,30] <-- Erlöse 7% USt. [EUR 2,14], 3801 [EUR 0,16]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
435,1,"2018-06-23","2018-06-23-2","2018-06-23-2","+9,10",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 9,10] <-- Erlöse 7% USt. [EUR 8,46], 3801 [EUR 0,64]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
434,1,"2018-06-22","2018-06-22-2","2018-06-22-2","+1,50",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,50] <-- Erlöse 7% USt. [EUR 1,39], 3801 [EUR 0,11]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
433,1,"2018-06-21","2018-06-21-2","2018-06-21-2","+2,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,40] <-- Erlöse 7% USt. [EUR 2,23], 3801 [EUR 0,17]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
432,1,"2018-06-20","2018-06-20-2","2018-06-20-2","+1,50",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,50] <-- Erlöse 7% USt. [EUR 1,39], 3801 [EUR 0,11]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
431,1,"2018-06-19","2018-06-19-2","2018-06-19-2","+2,90",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,90] <-- Erlöse 7% USt. [EUR 2,70], 3801 [EUR 0,20]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
430,1,"2018-06-17","2018-06-17-2","2018-06-17-2","+4,60",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,60] <-- Erlöse 7% USt. [EUR 4,28], 3801 [EUR 0,32]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
429,1,"2018-06-16","2018-06-16-2","2018-06-16-2","+5,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 5,00] <-- Erlöse 7% USt. [EUR 4,65], 3801 [EUR 0,35]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
428,1,"2018-06-15","2018-06-15-2","2018-06-15-2","+2,40",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,40] <-- Erlöse 7% USt. [EUR 2,23], 3801 [EUR 0,17]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
427,1,"2018-06-14","2018-06-14-2","2018-06-14-2","+0,80",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,80] <-- Erlöse 7% USt. [EUR 0,74], 3801 [EUR 0,06]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
426,1,"2018-06-13","2018-06-13-2","2018-06-13-2","+2,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,00] <-- Erlöse 7% USt. [EUR 1,86], 3801 [EUR 0,14]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
425,1,"2018-06-10","2018-06-10-2","2018-06-10-2","+1,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 1,00] <-- Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
424,1,"2018-06-09","2018-06-09-2","2018-06-09-2","+0,00",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 0,00] <-- Erlöse 7% USt. [EUR 0,00]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
423,1,"2018-06-07","2018-06-07-2","2018-06-07-2","+2,70",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 2,70] <-- Erlöse 7% USt. [EUR 2,51], 3801 [EUR 0,19]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
422,1,"2018-06-06","2018-06-06-2","2018-06-06-2","+4,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,20] <-- Erlöse 7% USt. [EUR 3,91], 3801 [EUR 0,29]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
421,1,"2018-06-05","2018-06-05-2","2018-06-05-2","+4,30",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 4,30] <-- Erlöse 7% USt. [EUR 4,00], 3801 [EUR 0,30]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
420,1,"2018-06-04","2018-06-04-2","2018-06-04-2","+3,20",8,"Trinkgeld aus einer Taxischicht","Kasse [EUR 3,20] <-- Erlöse 7% USt. [EUR 2,98], 3801 [EUR 0,22]","2019-10-30 15:41:56","2019-10-30 15:41:56",NULL
