"id","user_id","date","amount","vat_code","direct_account","offset_account","client_details","system_details","internal_bill_number","original_bill_number","created_at","updated_at","deleted_at"
262,1,"2018-01-06",4.07,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,07] <-- 4300 Erlöse 7% USt. [EUR 3,80], 3801 [EUR 0,27]","000022",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
263,1,"2018-01-15",7.60,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 7,60] <-- 4300 Erlöse 7% USt. [EUR 7,10], 3801 [EUR 0,50]","000031",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
264,1,"2018-01-16",6.10,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 6,10] <-- 4300 Erlöse 7% USt. [EUR 5,70], 3801 [EUR 0,40]","000034",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
265,1,"2018-01-17",6.70,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 6,70] <-- 4300 Erlöse 7% USt. [EUR 6,26], 3801 [EUR 0,44]","000039",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
266,1,"2018-01-18",2.60,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,60] <-- 4300 Erlöse 7% USt. [EUR 2,43], 3801 [EUR 0,17]","000043",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
267,1,"2018-01-22",3.50,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,50] <-- 4300 Erlöse 7% USt. [EUR 3,27], 3801 [EUR 0,23]","000047",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
268,1,"2018-01-24",2.80,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,80] <-- 4300 Erlöse 7% USt. [EUR 2,62], 3801 [EUR 0,18]","000052",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
269,1,"2018-01-26",4.40,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,40] <-- 4300 Erlöse 7% USt. [EUR 4,11], 3801 [EUR 0,29]","000055",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
270,1,"2018-01-27",3.50,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,50] <-- 4300 Erlöse 7% USt. [EUR 3,27], 3801 [EUR 0,23]","000057",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
271,1,"2018-01-29",8.90,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 8,90] <-- 4300 Erlöse 7% USt. [EUR 8,32], 3801 [EUR 0,58]","000061",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
272,1,"2018-01-30",3.50,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,50] <-- 4300 Erlöse 7% USt. [EUR 3,27], 3801 [EUR 0,23]","000066",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
273,1,"2018-01-31",4.60,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,60] <-- 4300 Erlöse 7% USt. [EUR 4,30], 3801 [EUR 0,30]","000069",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
274,1,"2018-02-01",2.30,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,30] <-- 4300 Erlöse 7% USt. [EUR 2,15], 3801 [EUR 0,15]","000002",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
275,1,"2018-02-02",4.40,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,40] <-- 4300 Erlöse 7% USt. [EUR 4,11], 3801 [EUR 0,29]","000006",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
276,1,"2018-02-03",3.70,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,70] <-- 4300 Erlöse 7% USt. [EUR 3,46], 3801 [EUR 0,24]","000008",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
277,1,"2018-02-04",1.60,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 1,60] <-- 4300 Erlöse 7% USt. [EUR 1,50], 3801 [EUR 0,10]","000011",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
278,1,"2018-02-05",2.30,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,30] <-- 4300 Erlöse 7% USt. [EUR 2,15], 3801 [EUR 0,15]","000014",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
279,1,"2018-02-06",6.40,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 6,40] <-- 4300 Erlöse 7% USt. [EUR 5,98], 3801 [EUR 0,42]","000016",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
280,1,"2018-02-07",5.40,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 5,40] <-- 4300 Erlöse 7% USt. [EUR 5,05], 3801 [EUR 0,35]","000020",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
281,1,"2018-02-08",2.80,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,80] <-- 4300 Erlöse 7% USt. [EUR 2,62], 3801 [EUR 0,18]","000025",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
282,1,"2018-02-10",6.70,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 6,70] <-- 4300 Erlöse 7% USt. [EUR 6,26], 3801 [EUR 0,44]","000029",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
283,1,"2018-02-11",4.80,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,80] <-- 4300 Erlöse 7% USt. [EUR 4,49], 3801 [EUR 0,31]","000032",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
284,1,"2018-02-12",2.90,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,90] <-- 4300 Erlöse 7% USt. [EUR 2,71], 3801 [EUR 0,19]","000036",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
285,1,"2018-02-13",3.10,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,10] <-- 4300 Erlöse 7% USt. [EUR 2,90], 3801 [EUR 0,20]","000039",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
286,1,"2018-02-14",4.10,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,10] <-- 4300 Erlöse 7% USt. [EUR 3,83], 3801 [EUR 0,27]","000042",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
287,1,"2018-02-15",2.40,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,40] <-- 4300 Erlöse 7% USt. [EUR 2,24], 3801 [EUR 0,16]","000045",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
288,1,"2018-02-16",2.40,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,40] <-- 4300 Erlöse 7% USt. [EUR 2,24], 3801 [EUR 0,16]","000048",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
289,1,"2018-02-17",4.20,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,20] <-- 4300 Erlöse 7% USt. [EUR 3,93], 3801 [EUR 0,27]","000050",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
290,1,"2018-02-18",8.20,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 8,20] <-- 4300 Erlöse 7% USt. [EUR 7,66], 3801 [EUR 0,54]","000053",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
291,1,"2018-02-19",3.80,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,80] <-- 4300 Erlöse 7% USt. [EUR 3,55], 3801 [EUR 0,25]","000056",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
292,1,"2018-02-20",3.50,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,50] <-- 4300 Erlöse 7% USt. [EUR 3,27], 3801 [EUR 0,23]","000061",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
293,1,"2018-02-21",1.40,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 1,40] <-- 4300 Erlöse 7% USt. [EUR 1,31], 3801 [EUR 0,09]","000066",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
294,1,"2018-02-16",190.00,8,4300,4400,"Taxifahrt über 50 Km ins Umland (Umbuchung)","4300 Erlöse 7% USt. [EUR 177,57], 3801 [EUR 12,43] <-- 4400 Erlöse 19% USt. [EUR 159,66], 3806 [EUR 30,34]","000000",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
295,1,"2018-01-01",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000005",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
296,1,"2018-01-03",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000014",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
297,1,"2018-01-06",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000023",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
298,1,"2018-01-16",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000035",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
299,1,"2018-01-18",-10.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 10,00] <-- 1600 Kasse  [EUR 10,00]","000044",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
300,1,"2018-01-28",-40.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 40,00] <-- 1600 Kasse  [EUR 40,00]","000059",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
301,1,"2018-01-23",-10.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 10,00] <-- 1600 Kasse  [EUR 10,00]","000049",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
302,1,"2018-01-24",-20.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 20,00] <-- 1600 Kasse  [EUR 20,00]","000053",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
303,1,"2018-01-27",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000058",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
304,1,"2018-01-31",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000070",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
305,1,"2018-02-01",-10.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 10,00] <-- 1600 Kasse  [EUR 10,00]","000003",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
306,1,"2018-02-03",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000009",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
307,1,"2018-02-04",-20.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 20,00] <-- 1600 Kasse  [EUR 20,00]","000012",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
308,1,"2018-02-06",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000017",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
309,1,"2018-02-08",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000026",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
310,1,"2018-02-08",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000027",NULL,"2019-11-16 20:09:33","2019-11-20 17:14:39","2019-11-20 17:14:39"
311,1,"2018-02-12",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000037",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
312,1,"2018-02-15",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000046",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
313,1,"2018-02-17",-40.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 40,00] <-- 1600 Kasse  [EUR 40,00]","000051",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
314,1,"2018-02-19",-10.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 10,00] <-- 1600 Kasse  [EUR 10,00]","000057",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
315,1,"2018-02-20",-50.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000062",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
316,1,"2018-02-23",-80.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 80,00] <-- 1600 Kasse  [EUR 80,00]","000070",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
317,1,"2018-02-26",-80.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 80,00] <-- 1600 Kasse  [EUR 80,00]","000074",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
318,1,"2018-02-27",-300.00,0,1600,2100,"Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein  [EUR 300,00] <-- 1600 Kasse  [EUR 300,00]","000078",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
319,1,"2018-01-01",-500.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 500,00] <-- 1600 Kasse  [EUR 500,00]","000006",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
320,1,"2018-01-02",-170.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 170,00] <-- 1600 Kasse  [EUR 170,00]","000011",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
321,1,"2018-01-04",-50.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 50,00] <-- 1600 Kasse  [EUR 50,00]","000017",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
322,1,"2018-01-04",-100.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 100,00] <-- 1600 Kasse  [EUR 100,00]","000018",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
323,1,"2018-01-14",-1000.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 1.000,00] <-- 1600 Kasse  [EUR 1.000,00]","000028",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
324,1,"2018-01-16",-100.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 100,00] <-- 1600 Kasse  [EUR 100,00]","000036",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
325,1,"2018-01-17",-200.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 200,00] <-- 1600 Kasse  [EUR 200,00]","000040",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
326,1,"2018-01-17",-200.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 200,00] <-- 1600 Kasse  [EUR 200,00]","000041",NULL,"2019-11-16 20:09:32","2019-11-20 17:11:02","2019-11-20 17:11:02"
327,1,"2018-01-29",-200.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 200,00] <-- 1600 Kasse  [EUR 200,00]","000062",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
328,1,"2018-01-29",-100.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 100,00] <-- 1600 Kasse  [EUR 100,00]","000063",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
329,1,"2018-01-30",-185.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 185,00] <-- 1600 Kasse  [EUR 185,00]","000067",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
330,1,"2018-02-01",-100.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 100,00] <-- 1600 Kasse  [EUR 100,00]","000004",NULL,"2019-11-16 20:09:32","2019-11-16 20:09:32",NULL
331,1,"2018-02-07",-150.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 150,00] <-- 1600 Kasse  [EUR 150,00]","000021",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
332,1,"2018-02-11",-100.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 100,00] <-- 1600 Kasse  [EUR 100,00]","000033",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
333,1,"2018-02-11",-100.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 100,00] <-- 1600 Kasse  [EUR 100,00]","000034",NULL,"2019-11-16 20:09:33","2019-11-20 17:16:19","2019-11-20 17:16:19"
334,1,"2018-02-14",-170.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 170,00] <-- 1600 Kasse  [EUR 170,00]","000043",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
335,1,"2018-02-18",-150.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 150,00] <-- 1600 Kasse  [EUR 150,00]","000054",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
336,1,"2018-02-19",-110.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 110,00] <-- 1600 Kasse  [EUR 110,00]","000058",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
337,1,"2018-02-20",-110.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 110,00] <-- 1600 Kasse  [EUR 110,00]","000000","Keine Eingabe","2019-11-20 17:18:48","2019-11-20 17:18:48",NULL
338,1,"2018-02-20",-100.00,0,1600,1460,"Einzahlungsbeleg","1460 Geldtransit  [EUR 100,00] <-- 1600 Kasse  [EUR 100,00]","000063",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
339,1,"2018-02-28",7.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 7,00] <-- 4300 Erlöse 7% USt. [EUR 6,54], 3801 [EUR 0,46]","000082",NULL,"2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
340,1,"2018-03-02",10.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 10,00] <-- 4300 Erlöse 7% USt. [EUR 9,35], 3801 [EUR 0,65]","000005","2018-03-02-2","2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
341,1,"2018-03-03",5.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]","000010","2018-03-03-2","2019-11-16 20:09:33","2019-11-16 20:09:33",NULL
342,1,"2018-03-05",2.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]","000014","2018-03-05-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
343,1,"2018-03-06",8.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 8,00] <-- 4300 Erlöse 7% USt. [EUR 7,48], 3801 [EUR 0,52]","000018","2018-03-06-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
344,1,"2018-03-07",3.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]","000023","2018-03-07-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
345,1,"2018-03-08",5.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]","000026","2018-03-08-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
346,1,"2018-03-09",9.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 9,00] <-- 4300 Erlöse 7% USt. [EUR 8,41], 3801 [EUR 0,59]","000031","2018-03-09-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
347,1,"2018-03-10",4.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]","000037","2018-03-10-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
348,1,"2018-03-11",3.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]","000042","2018-03-11-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
349,1,"2018-03-11",3.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]","000043","2018-03-11-4","2019-11-16 20:09:34","2019-11-20 17:02:33","2019-11-20 17:02:33"
350,1,"2018-03-12",4.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]","000049","2018-03-12-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
351,1,"2018-03-13",5.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]","000054","2018-03-13-2","2019-11-16 20:09:34","2019-11-20 17:03:08","2019-11-20 17:03:08"
353,1,"2018-03-13",5.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]","000055","2018-03-13-6","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
354,1,"2018-03-14",5.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]","000062","2018-03-14-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
356,1,"2018-03-15",8.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 8,00] <-- 4300 Erlöse 7% USt. [EUR 7,48], 3801 [EUR 0,52]","000066","2018-03-15-4","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
357,1,"2018-03-16",12.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 12,00] <-- 4300 Erlöse 7% USt. [EUR 11,21], 3801 [EUR 0,79]","000069","2018-03-16-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
361,1,"2018-03-17",5.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]","000073","2018-03-17-8","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
362,1,"2018-03-18",4.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]","000078","2018-03-18-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
363,1,"2018-03-19",3.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]","000082","2018-03-19-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
364,1,"2018-03-20",1.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]","000086","2018-03-20-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
365,1,"2018-03-21",6.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 6,00] <-- 4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39]","000091","2018-03-21-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
366,1,"2018-03-22",4.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]","000094","2018-03-22-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
367,1,"2018-03-23",4.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]","000100","2018-03-23-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
368,1,"2018-03-25",4.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]","000104","2018-03-25-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
369,1,"2018-03-26",2.00,8,1600,4300,"Trinkgeld aus einer Taxischicht","1600 Kasse  [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]","000107","2018-03-26-2","2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
